Candidate evidence id,Candidate evidence left entity,Candidate evidence right entity,Relation present
213,"designacion 4 (427, 428)","a partir del 1 de marzo al 30 de junio de 2014 (308, 320)",False
214,"designacion 4 (427, 428)","a partir del 1 de marzo al 30 de junio de 2014 (396, 408)",True
215,"designacion 4 (427, 428)","a partir del 1 aI 31 de marzo de 2014 (470, 480)",False
216,"designacion 4 (427, 428)","a partir del 1 de marzo aI 30 de junio de 2014 (521, 533)",False
217,"designacion 4 (427, 428)","a partir del 10 de marzo de 2014 y hasta el 28 de febrero de 2015 (659, 675)",False
218,"designacion 5 (468, 469)","28 de febrero (24, 27)",False
219,"designacion 5 (468, 469)","a partir del 1 de marzo al 30 de junio de 2014 (308, 320)",False
220,"designacion 5 (468, 469)","a partir del 1 de marzo al 30 de junio de 2014 (396, 408)",False
221,"designacion 5 (468, 469)","a partir del 1 aI 31 de marzo de 2014 (470, 480)",True
222,"designacion 5 (468, 469)","a partir del 1 de marzo aI 30 de junio de 2014 (521, 533)",False
223,"designacion 5 (468, 469)","a partir del 10 de marzo de 2014 y hasta el 28 de febrero de 2015 (659, 675)",False
224,"designacion 6 (481, 482)","28 de febrero (24, 27)",False
225,"designacion 6 (481, 482)","a partir del 1 de marzo al 30 de junio de 2014 (308, 320)",False
226,"designacion 6 (481, 482)","a partir del 1 de marzo al 30 de junio de 2014 (396, 408)",False
227,"designacion 6 (481, 482)","a partir del 1 aI 31 de marzo de 2014 (470, 480)",True
228,"designacion 6 (481, 482)","a partir del 1 de marzo aI 30 de junio de 2014 (521, 533)",False
229,"designacion 6 (481, 482)","a partir del 10 de marzo de 2014 y hasta el 28 de febrero de 2015 (659, 675)",False
230,"designacion 7 (519, 520)","28 de febrero (24, 27)",False
231,"designacion 7 (519, 520)","a partir del 1 de marzo al 30 de junio de 2014 (308, 320)",False
232,"designacion 7 (519, 520)","a partir del 1 de marzo al 30 de junio de 2014 (396, 408)",False
233,"designacion 7 (519, 520)","a partir del 1 aI 31 de marzo de 2014 (470, 480)",False
234,"designacion 7 (519, 520)","a partir del 1 de marzo aI 30 de junio de 2014 (521, 533)",True
235,"designacion 7 (519, 520)","a partir del 10 de marzo de 2014 y hasta el 28 de febrero de 2015 (659, 675)",False
236,"designacion 8 (534, 535)","28 de febrero (24, 27)",False
237,"designacion 8 (534, 535)","a partir del 1 de marzo al 30 de junio de 2014 (308, 320)",False
238,"designacion 8 (534, 535)","a partir del 1 de marzo al 30 de junio de 2014 (396, 408)",False
239,"designacion 8 (534, 535)","a partir del 1 aI 31 de marzo de 2014 (470, 480)",False
240,"designacion 8 (534, 535)","a partir del 1 de marzo aI 30 de junio de 2014 (521, 533)",True
241,"designacion 8 (534, 535)","a partir del 10 de marzo de 2014 y hasta el 28 de febrero de 2015 (659, 675)",False
242,"designacion 9 (656, 657)","28 de febrero (24, 27)",False
243,"designacion 9 (656, 657)","a partir del 1 de marzo al 30 de junio de 2014 (308, 320)",False
244,"designacion 9 (656, 657)","a partir del 1 de marzo al 30 de junio de 2014 (396, 408)",False
245,"designacion 9 (656, 657)","a partir del 1 aI 31 de marzo de 2014 (470, 480)",False
246,"designacion 9 (656, 657)","a partir del 1 de marzo aI 30 de junio de 2014 (521, 533)",False
247,"designacion 9 (656, 657)","a partir del 10 de marzo de 2014 y hasta el 28 de febrero de 2015 (659, 675)",True
248,"designacion 10 (706, 707)","28 de febrero (24, 27)",False
249,"designacion 10 (706, 707)","a partir del 1 de marzo al 30 de junio de 2014 (308, 320)",False
250,"designacion 10 (706, 707)","a partir del 1 de marzo al 30 de junio de 2014 (396, 408)",False
251,"designacion 10 (706, 707)","a partir del 1 aI 31 de marzo de 2014 (470, 480)",False
252,"designacion 10 (706, 707)","a partir del 1 de marzo aI 30 de junio de 2014 (521, 533)",False
253,"designacion 10 (706, 707)","a partir del 10 de marzo de 2014 y hasta el 28 de febrero de 2015 (659, 675)",True
